id,old_id,name,reaction_eq_annotation,reaction_eq,reaction_abbreviation,reaction_eq_name,GPR,lower_bound,upper_bound,Object,EC_number,Unique_EC,annotation,Subsystem,KEGG_pathway,KEGG_iZM516_pathway,notes,annotated_in_pathway
rxn00138,rxn00138_c0,deamido_NAD_plus__ammonia_ligase_AMP_forming_c0,"{""cpd00002_c0"":-1.0,""cpd00013_c0"":-1.0,""cpd00638_c0"":-1.0,""cpd00003_c0"":1.0,""cpd00012_c0"":1.0,""cpd00018_c0"":1.0,""cpd00067_c0"":2.0}",cpd00002_c0 + cpd00013_c0 + cpd00638_c0 --> cpd00003_c0 + cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0,atp_c + nh4_c + dnad_c --> nad_c + ppi_c + amp_c + 2.0 h_c,ATP_c0 + NH3_c0 + Deamido_NAD_c0 --> NAD_c0 + PPi_c0 + AMP_c0 + 2.0 H_plus_c0,ZMO0899,0,1000,0,6.3.1.5|6.3.5.1,6.3.1.5,"{'AraCyc': 'NAD-SYNTH-NH3-RXN', 'bigg.reaction': 'NADS1; NADS1m; NADS1n; QNS1_1; QNS1_2', 'BrachyCyc': 'NAD-SYNTH-NH3-RXN', 'kegg.reaction': 'R00189', 'biocyc': 'META:NAD-SYNTH-NH3-RXN', 'seed.reaction': 'rxn00138', 'ec-code': '6.3.1.5', 'rhea': '21189','sbo':'SBO:0000176'}",NAD and NADP; 271-Bsub; Supplement for the paper 1; Supplement for the paper 2,Nicotinate and nicotinamide metabolism,Cofactor/vitamin,,NAD metabolism|NAD metabolism
rxn00139,db_rxn00139,AMP:pyrophosphate phosphoribosyltransferase,"{""cpd00012_c0"":-1.0,""cpd00018_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd00103_c0"":1.0,""cpd00128_c0"":1.0}",cpd00012_c0 + cpd00018_c0 + cpd00067_c0 <=> cpd00103_c0 + cpd00128_c0,ppi_c + amp_c + h_c <-- prpp_c + ade_c,PPi_c0 + AMP_c0 + H+_c0 <= PRPP_c0 + Adenine_c0,,-1000,0,0,2.4.2.7|2.4.2.8,2.4.2.7,"{'AraCyc': 'ADENPRIBOSYLTRAN-RXN', 'bigg.reaction': 'ADPT; APT1; APT2', 'BrachyCyc': 'ADENPRIBOSYLTRAN-RXN', 'kegg.reaction': 'R00190', 'biocyc': 'META:ADENPRIBOSYLTRAN-RXN', 'seed.reaction': 'rxn00139', 'ec-code': '2.4.2.7', 'rhea': '16609','sbo':'SBO:0000176'}","Resistance to antibiotics and toxic compounds; Purines; Stringent_Response,_(p)ppGpp_metabolism; cAMP_signaling_in_bacteria",Purine metabolism,Nucleotide,,
rxn00141,rxn00141_c0,S_Adenosyl_L_homocysteine_hydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd00019_c0"":-1.0,""cpd00135_c0"":1.0,""cpd00182_c0"":1.0}",cpd00001_c0 + cpd00019_c0 <=> cpd00135_c0 + cpd00182_c0,h2o_c + ahcys_c --> hcys-L_c + adn_c,H2O_c0 + S_Adenosyl_homocysteine_c0 <=> Homocysteine_c0 + Adenosine_c0,ZMO0182 or ZMO0758 or ZMO1840,0,1000,0,3.3.1.1,3.3.1.1,"{'AraCyc': 'ADENOSYLHOMOCYSTEINASE-RXN', 'bigg.reaction': 'AHC; AHCi; SAH1', 'BrachyCyc': 'ADENOSYLHOMOCYSTEINASE-RXN', 'kegg.reaction': 'R00192', 'biocyc': 'META:ADENOSYLHOMOCYSTEINASE-RXN', 'seed.reaction': 'rxn00141', 'ec-code': '3.3.1.1', 'rhea': '21711','sbo':'SBO:0000176'}","Lysine, threonine, methionine, and cysteine; ArsR_methyltransferase_fusion; S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism",Cysteine and methionine metabolism,Amino acids,,methionine metabolism
rxn00148,rxn00148_c0,ATP_pyruvate_2_O_phosphotransferase_c0,"{""cpd00002_c0"":-1.0,""cpd00020_c0"":-1.0,""cpd00008_c0"":1.0,""cpd00061_c0"":1.0,""cpd00067_c0"":1.0}",cpd00002_c0 + cpd00020_c0 <=> cpd00008_c0 + cpd00061_c0 + cpd00067_c0,atp_c + pyr_c <-- adp_c + pep_c + h_c,ATP_c0 + Pyruvate_c0 <=> ADP_c0 + Phosphoenolpyruvate_c0 + H_plus_c0,ZMO0152,-1000,0,0,2.7.1.40,2.7.1.40,"{'AraCyc': 'PEPDEPHOS-RXN', 'bigg.reaction': 'CDC19; PYK; PYK2', 'BrachyCyc': 'PEPDEPHOS-RXN', 'kegg.reaction': 'R00200', 'biocyc': 'META:PEPDEPHOS-RXN', 'seed.reaction': 'rxn00148', 'ec-code': '2.7.1.40', 'rhea': '18157','sbo':'SBO:0000176'}",Central carbohydrate metabolism; Fermentation; Organic acids; Pyruvate kinase associated cluster; Glyoxylate-Hydroxypyruvate_Conversion; Sugar_catabolome_in_Shewanella_species,Carbon metabolism,Carbohydrate,,glycolysis|C4 and CAM-carbon fixation
rxn00154,db_rxn00154,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating),"{""cpd00003_c0"":-1.0,""cpd00010_c0"":-1.0,""cpd00020_c0"":-1.0,""cpd00004_c0"":1.0,""cpd00011_c0"":1.0,""cpd00022_c0"":1.0}",cpd00003_c0 + cpd00010_c0 + cpd00020_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00022_c0,nad_c + coa_c + pyr_c --> nadh_c + co2_c + accoa_c,NAD_c0 + CoA_c0 + Pyruvate_c0 <=> NADH_c0 + CO2_c0 + Acetyl_CoA_c0,ZMO1605 and ZMO1606 and ZMO0510,0,1000,0,1.2.1.-|1.2.1.M10|1.2.4.1|1.8.1.4|2.3.1.12,1.2.1.-|1.2.1.M10|1.2.4.1|1.8.1.4|2.3.1.12,"{'AraCyc': 'PYRUVDEH-RXN', 'bigg.reaction': 'PDH; PDHm', 'BrachyCyc': 'PYRUVDEH-RXN', 'kegg.reaction': 'R00209', 'biocyc': 'META:PYRUVDEH-RXN', 'seed.reaction': 'rxn00154', 'ec-code': '1.2.1.104', 'rhea': '28042','sbo':'SBO:0000176'}",,Carbon metabolism,Carbohydrate,,oxidative decarboxylation of pyruvate|acetyl CoA biosynthesis|oxidative decarboxylation of pyruvate|acetyl CoA biosynthesis|citric acid cycle|glycine metabolism|oxidative decarboxylation of pyruvate|acetyl CoA biosynthesis
rxn00157,rxn00157_c0,Acetyl_CoA_formate_C_acetyltransferase_c0,"{""cpd00022_c0"":-1.0,""cpd00047_c0"":-1.0,""cpd00010_c0"":1.0,""cpd00020_c0"":1.0}",cpd00022_c0 + cpd00047_c0 <=> cpd00010_c0 + cpd00020_c0,accoa_c + for_c <-- coa_c + pyr_c,Acetyl_CoA_c0 + Formate_c0 <=> CoA_c0 + Pyruvate_c0,ZMO1570 or ZMO1569,-1000,0,0,2.3.1.54,2.3.1.54,"{'bigg.reaction': 'PFL; PFLi; PFLr', 'ChlamyCyc': 'PYRUVFORMLY-RXN', 'EcoCyc': 'PYRUVFORMLY-RXN', 'kegg.reaction': 'R00212', 'biocyc': 'META:PYRUVFORMLY-RXN', 'seed.reaction': 'rxn00157', 'ec-code': '2.3.1.54', 'rhea': '11847','sbo':'SBO:0000176'}","Lysine, threonine, methionine, and cysteine; Fermentation; Iron-sulfur_experimental; Formate_hydrogenase",Pyruvate metabolism,Carbohydrate,,ethanol fermentation|threonine metabolism
rxn00159,rxn00159_c0,S_malate_NAD_plus__oxidoreductase_decarboxylating_c0,"{""cpd00003_c0"":-1.0,""cpd00130_c0"":-1.0,""cpd00004_c0"":1.0,""cpd00011_c0"":1.0,""cpd00020_c0"":1.0}",cpd00003_c0 + cpd00130_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00020_c0,nad_c + mal-L_c --> nadh_c + co2_c + pyr_c,NAD_c0 + L_Malate_c0 --> NADH_c0 + CO2_c0 + Pyruvate_c0,ZMO1955,0,1000,0,1.1.1.38|1.1.1.39,1.1.1.38,"{'AraCyc': '1.1.1.39-RXN; MALIC-NAD-RXN', 'bigg.reaction': 'ME1; ME1_rev; ME1m; ME1x', 'BrachyCyc': '1.1.1.39-RXN; MALIC-NAD-RXN', 'kegg.reaction': 'R00214', 'biocyc': 'META:1.1.1.39-RXN; MALIC-NAD-RXN; RXN-19748', 'seed.reaction': 'rxn00159','sbo':'SBO:0000176'}",Central carbohydrate metabolism,Carbon fixation in photosynthetic organisms,Carbohydrate,,gluconeogenesis
rxn00165,rxn00165_c0,L_serine_ammonia_lyase_c0,"{""cpd00054_c0"":-1.0,""cpd00013_c0"":1.0,""cpd00020_c0"":1.0}",cpd00054_c0 --> cpd00013_c0 + cpd00020_c0,ser-L_c --> nh4_c + pyr_c,L_Serine_c0 --> NH3_c0 + Pyruvate_c0,ZMO0189,0,1000,0,4.2.1.13|4.3.1.17|4.3.1.19,4.2.1.13|4.3.1.17|4.3.1.19,"{'AraCyc': '4.3.1.17-RXN', 'bigg.reaction': 'CHA1_2; SERD_L; SERD_Lr; SER_AL; YIL167W', 'BrachyCyc': '4.3.1.17-RXN', 'kegg.reaction': 'R00220', 'biocyc': 'META:4.3.1.17-RXN', 'seed.reaction': 'rxn00165', 'ec-code': '4.3.1.17', 'rhea': '19170','sbo':'SBO:0000176'}","Alanine, serine, and glycine; Central carbohydrate metabolism; Iron-sulfur_experimental",Carbon metabolism,Amino acids,,serine metabolism|purine metabolism|threonine metabolism|serine metabolism
rxn00168,rxn00168_c0,pyruvate_carboxy_lyase_acetaldehyde_forming_c0,"{""cpd00020_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd00011_c0"":1.0,""cpd00071_c0"":1.0}",cpd00020_c0 + cpd00067_c0 <=> cpd00011_c0 + cpd00071_c0,pyr_c + h_c --> co2_c + acald_c,Pyruvate_c0 + H_plus_c0 <=> CO2_c0 + Acetaldehyde_c0,ZMO1360,0,1000,0,4.1.1.1,4.1.1.1,"{'AraCyc': 'RXN-6161', 'bigg.reaction': 'PDC1; PDC5; PDC6; PYRDC', 'BrachyCyc': 'RXN-6161', 'kegg.reaction': 'R00224', 'biocyc': 'META:RXN-6161', 'seed.reaction': 'rxn00168', 'ec-code': '4.1.1.1', 'rhea': '45485','sbo':'SBO:0000176'}",Central carbohydrate metabolism,,Carbohydrate,brenda_wild_kcat_pyruvate[486],ethanol fermentation|valine metabolism|methionine metabolism
rxn00179,rxn00179_c0,ATP_L_glutamate_5_phosphotransferase_c0,"{""cpd00002_c0"":-1.0,""cpd00023_c0"":-1.0,""cpd00008_c0"":1.0,""cpd02097_c0"":1.0}",cpd00002_c0 + cpd00023_c0 <=> cpd00008_c0 + cpd02097_c0,atp_c + glu-L_c <=> adp_c + glu5p_c,ATP_c0 + L_Glutamate_c0 <=> ADP_c0 + L_Glutamyl_5_phosphate_c0,ZMO0206,-1000,1000,0,2.7.2.11,2.7.2.11,"{'AraCyc': 'GLUTKIN-RXN', 'bigg.reaction': 'GLU5K', 'BrachyCyc': 'GLUTKIN-RXN', 'kegg.reaction': 'R00239', 'biocyc': 'META:GLUTKIN-RXN', 'seed.reaction': 'rxn00179', 'ec-code': '2.7.2.11', 'rhea': '14878','sbo':'SBO:0000176'}",Proline and 4-hydroxyproline; Plant-Prokaryote DOE project,Arginine and proline metabolism,Amino acids,,arginine metabolism|proline metabolism
rxn00187,rxn00187_c0,L_Glutamate_ammonia_ligase_ADP_forming_c0,"{""cpd00002_c0"":-1.0,""cpd00013_c0"":-1.0,""cpd00023_c0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00053_c0"":1.0,""cpd00067_c0"":1.0}",cpd00002_c0 + cpd00013_c0 + cpd00023_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00053_c0 + cpd00067_c0,atp_c + nh4_c + glu-L_c --> adp_c + pi_c + gln-L_c + h_c,ATP_c0 + NH3_c0 + L_Glutamate_c0 --> ADP_c0 + Phosphate_c0 + L_Glutamine_c0 + H_plus_c0,ZMO0493,0,1000,0,6.3.1.2,6.3.1.2,"{'AraCyc': 'GLUTAMINESYN-RXN', 'bigg.reaction': 'GLN1; GLNS; GLNS_i', 'BrachyCyc': 'GLUTAMINESYN-RXN', 'kegg.reaction': 'R00253', 'biocyc': 'META:GLUTAMINESYN-RXN', 'seed.reaction': 'rxn00187', 'ec-code': '6.3.1.2', 'rhea': '16169','sbo':'SBO:0000176'}","Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; CO2 fixation; Peptidoglycan_Biosynthesis; Peptidoglycan_Biosynthesis_2; Ammonium_metabolism_H._pylori; Peptidoglycan_Biosynthesis_experimental; Ammonia_assimilation",Nitrogen metabolism,Amino acids,,glutamate and glutamine metabolism
rxn00189,rxn00189_c0,L_Glutamine_amidohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd00053_c0"":-1.0,""cpd00013_c0"":1.0,""cpd00023_c0"":1.0}",cpd00001_c0 + cpd00053_c0 --> cpd00013_c0 + cpd00023_c0,h2o_c + gln-L_c --> nh4_c + glu-L_c,H2O_c0 + L_Glutamine_c0 --> NH3_c0 + L_Glutamate_c0,ZMO0113,0,1000,0,3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5,3.5.1.2|3.5.1.38|6.3.5.4|6.3.5.5,"{'AraCyc': 'GLUTAMIN-RXN', 'bigg.reaction': 'GLUN; GLUNpp; U42; U43', 'BrachyCyc': 'GLUTAMIN-RXN', 'kegg.reaction': 'R00256', 'biocyc': 'META:GLUTAMIN-RXN; GLUTAMINASE-ASPARAGIN-ASE-RXN', 'seed.reaction': 'rxn00189','sbo':'SBO:0000176'}","Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; NAD and NADP; Gamma-aminobutyrate_(GABA)_shunt; Supplement for the paper 1; Supplement for the paper 2; Acid stress",Arginine and proline metabolism,Amino acids,"(0,1000)",glutamate and glutamine metabolism|arginine metabolism
rxn00190,rxn00190_c0,Deamido_NAD_plus__L_glutamine_amido_ligase_AMP_forming_c0,"{""cpd00001_c0"":-1.0,""cpd00002_c0"":-1.0,""cpd00053_c0"":-1.0,""cpd00638_c0"":-1.0,""cpd00003_c0"":1.0,""cpd00012_c0"":1.0,""cpd00018_c0"":1.0,""cpd00023_c0"":1.0,""cpd00067_c0"":2.0}",cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd00638_c0 --> cpd00003_c0 + cpd00012_c0 + cpd00018_c0 + cpd00023_c0 + 2.0 cpd00067_c0,h2o_c + atp_c + gln-L_c + dnad_c --> nad_c + ppi_c + amp_c + glu-L_c + 2.0 h_c,H2O_c0 + ATP_c0 + L_Glutamine_c0 + Deamido_NAD_c0 --> NAD_c0 + PPi_c0 + AMP_c0 + L_Glutamate_c0 + 2.0 H_plus_c0,ZMO0899,0,1000,0,6.3.5.1,6.3.5.1,"{'AraCyc': 'NAD-SYNTH-GLN-RXN', 'bigg.reaction': 'NADS2; NADS2i', 'BrachyCyc': 'NAD-SYNTH-GLN-RXN', 'kegg.reaction': 'R00257', 'biocyc': 'META:NAD-SYNTH-GLN-RXN', 'seed.reaction': 'rxn00190', 'ec-code': '6.3.5.1', 'rhea': '24385','sbo':'SBO:0000176'}",NAD and NADP; Supplement for the paper 1; Supplement for the paper 2,Nicotinate and nicotinamide metabolism,Cofactor/vitamin,,NAD metabolism
rxn00192,rxn00192_c0,acetyl_CoA_L_glutamate_N_acetyltransferase_c0,"{""cpd00022_c0"":-1.0,""cpd00023_c0"":-1.0,""cpd00010_c0"":1.0,""cpd00067_c0"":1.0,""cpd00477_c0"":1.0}",cpd00022_c0 + cpd00023_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00477_c0,accoa_c + glu-L_c --> coa_c + h_c + acglu_c,Acetyl_CoA_c0 + L_Glutamate_c0 --> CoA_c0 + H_plus_c0 + N_Acetyl_L_glutamate_c0,ZMO0923 or ZMO0950,0,1000,0,2.3.1.1,2.3.1.1,"{'AraCyc': 'N-ACETYLTRANSFER-RXN', 'bigg.reaction': 'ACGS; ACGSm; ECM40_1', 'BrachyCyc': 'N-ACETYLTRANSFER-RXN', 'kegg.reaction': 'R00259', 'biocyc': 'META:N-ACETYLTRANSFER-RXN', 'seed.reaction': 'rxn00192', 'ec-code': '2.3.1.1', 'rhea': '24295','sbo':'SBO:0000176'}","Arginine; urea cycle, polyamines",2-Oxocarboxylic acid metabolism,Amino acids,,arginine metabolism
rxn00193,rxn00193_c0,glutamate_racemase_c0,"{""cpd00023_c0"":-1.0,""cpd00186_c0"":1.0}",cpd00023_c0 <=> cpd00186_c0,glu-L_c <=> glu-D_c,L_Glutamate_c0 <=> D_Glutamate_c0,ZMO1197 or ZMO1072,-1000,1000,0,5.1.1.3,5.1.1.3,"{'bigg.reaction': 'GLUR', 'BrachyCyc': 'GLUTRACE-RXN', 'EcoCyc': 'GLUTRACE-RXN', 'kegg.reaction': 'R00260', 'biocyc': 'META:GLUTRACE-RXN', 'seed.reaction': 'rxn00193', 'ec-code': '5.1.1.3', 'rhea': '12816','sbo':'SBO:0000176'}","Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; Peptidoglycan_Biosynthesis; Peptidoglycan_Biosynthesis_2; 271-Bsub; Peptidoglycan_Biosynthesis_experimental",D-Glutamine and D-glutamate metabolism,Other amino acids,,peptidoglycan biosynthesis|glutamate and glutamine metabolism
rxn00194,rxn00194_c0,L_glutamate_1_carboxy_lyase_4_aminobutanoate_forming_c0,"{""cpd00023_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd00011_c0"":1.0,""cpd00281_c0"":1.0}",cpd00023_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00281_c0,glu-L_c + h_c --> co2_c + 4abut_c,L_Glutamate_c0 + H_plus_c0 --> CO2_c0 + GABA_c0,ZMO1020,0,1000,0,4.1.1.15,4.1.1.15,"{'AraCyc': 'GLUTDECARBOX-RXN', 'bigg.reaction': 'GAD1; GLUDC', 'BrachyCyc': 'GLUTDECARBOX-RXN', 'kegg.reaction': 'R00261', 'biocyc': 'META:GLUTDECARBOX-RXN', 'seed.reaction': 'rxn00194', 'ec-code': '4.1.1.15', 'rhea': '17786','sbo':'SBO:0000176'}",Gamma-aminobutyrate_(GABA)_shunt; Acid stress,"Alanine, aspartate and glutamate metabolism",Amino acids,,
rxn00198,db_rxn00198,Isocitrate:NADP+ oxidoreductase (decarboxylating),"{""cpd00006_c0"":-1.0,""cpd00260_c0"":-1.0,""cpd00005_c0"":1.0,""cpd00011_c0"":1.0,""cpd00024_c0"":1.0}",cpd00006_c0 + cpd00260_c0 <=> cpd00005_c0 + cpd00011_c0 + cpd00024_c0,nadp_c + icit_c <=> nadph_c + co2_c + akg_c,NADP_c0 + Isocitrate_c0 <=> NADPH_c0 + CO2_c0 + 2_Oxoglutarate_c0,ZMO0544,-1000,1000,0,1.1.1.41,1.1.1.41,"{'AlgaGEM': 'R_R00267_m', 'bigg.reaction': 'ICDHy; ICDHym; ICDHyp; ICDHyr', 'JM_Creinhardtii': 'JM_Cre_49; JM_Cre_50', 'JP_Creinhardtii_MSB': 'R_ICDH; R_ICDHhr', 'kegg.reaction': 'R00267', 'seed.reaction': 'rxn00198','sbo':'SBO:0000176','ec-code': '1.1.1.41', 'rhea': '19632', 'metanetx.reaction': 'MNXR100781'}",,2-Oxocarboxylic acid metabolism,Carbohydrate,NAD+(112);NADP(25),methylaspartate cycle|citric acid cycle
rxn00199,rxn00199_c0,oxalosuccinate_carboxy_lyase_2_oxoglutarate_forming_c0,"{""cpd00067_c0"":-1.0,""cpd03187_c0"":-1.0,""cpd00011_c0"":1.0,""cpd00024_c0"":1.0}",cpd00067_c0 + cpd03187_c0 --> cpd00011_c0 + cpd00024_c0,h_c + oxasucc_c --> co2_c + akg_c,H_plus_c0 + Oxalosuccinate_c0 --> CO2_c0 + 2_Oxoglutarate_c0,ZMO0544,0,1000,0,1.1.1.42|4.1.1.-,1.1.1.42,"{'AraCyc': 'RXN-8642', 'bigg.reaction': 'IDP1_2; IDP2_2; IDP3_2', 'BrachyCyc': 'RXN-8642', 'kegg.reaction': 'R00268', 'biocyc': 'META:RXN-8642', 'seed.reaction': 'rxn00199', 'rhea': '19384','sbo':'SBO:0000176'}",Central carbohydrate metabolism; oxaloacetate_to_2-oxoglutarate_module,Biosynthesis of secondary metabolites,Carbohydrate,,methylaspartate cycle|citric acid cycle
rxn00202,rxn00202_c0,acetyl_CoA_2_oxoglutarate_C_acetyltransferase_thioester_hydrolysing__carboxymethyl_forming_c0,"{""cpd00001_c0"":-1.0,""cpd00022_c0"":-1.0,""cpd00024_c0"":-1.0,""cpd00010_c0"":1.0,""cpd00067_c0"":1.0,""cpd00919_c0"":1.0}",cpd00001_c0 + cpd00022_c0 + cpd00024_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00919_c0,h2o_c + accoa_c + akg_c --> coa_c + h_c + hcit_c,H2O_c0 + Acetyl_CoA_c0 + 2_Oxoglutarate_c0 --> CoA_c0 + H_plus_c0 + Homocitrate_c0,ZMO1835,0,1000,0,2.3.3.14|4.1.3.21,2.3.3.14|4.1.3.21,"{'bigg.reaction': 'HCITS; HCITSm; HCITSn; LYS20_1; LYS20_2; LYS21', 'kegg.reaction': 'R00271', 'biocyc': 'META:HOMOCITRATE-SYNTHASE-RXN', 'RiceCyc': 'HOMOCITRATE-SYNTHASE-RXN', 'iAF692': 'HCITS', 'seed.reaction': 'rxn00202', 'ec-code': '2.3.3.14', 'rhea': '12932','sbo':'SBO:0000176'}","Lysine, threonine, methionine, and cysteine; Homocitrate_to_2-oxoadipate_module",2-Oxocarboxylic acid metabolism,Carbohydrate,,lysine metabolism
rxn00206,rxn00206_c0,superoxide_superoxide_oxidoreductase_c0,"{""cpd00067_c0"":-2.0,""cpd00532_c0"":-2.0,""cpd00007_c0"":1.0,""cpd00025_c0"":1.0}",2.0 cpd00067_c0 + 2.0 cpd00532_c0 --> cpd00007_c0 + cpd00025_c0,2.0 h_c + 2.0 o2s_c --> o2_c + h2o2_c,2.0 H_plus_c0 + 2.0 O2__c0 --> O2_c0 + H2O2_c0,ZMO1060,0,1000,0,1.15.1.1,1.15.1.1,"{'AraCyc': 'SUPEROX-DISMUT-RXN', 'bigg.reaction': 'SOD; SODe; SODr; SPODM; SPODMpp', 'BrachyCyc': 'SUPEROX-DISMUT-RXN', 'kegg.reaction': 'R00275', 'biocyc': 'META:SUPEROX-DISMUT-RXN', 'seed.reaction': 'rxn00206','sbo':'SBO:0000176'}",Nitric_oxide_synthase; Bsub-Spore-Coat; Spore_Coat; Oxidative stress,,Amino acids,,non-pathway related
rxn00208,rxn00208_c0,Pyridoxamine_5_phosphate_oxygen_oxidoreductase_deaminating_c0,"{""cpd00001_c0"":-1.0,""cpd00007_c0"":-1.0,""cpd00493_c0"":-1.0,""cpd00013_c0"":1.0,""cpd00016_c0"":1.0,""cpd00025_c0"":1.0}",cpd00001_c0 + cpd00007_c0 + cpd00493_c0 --> cpd00013_c0 + cpd00016_c0 + cpd00025_c0,h2o_c + o2_c + pyam5p_c --> nh4_c + pydx5p_c + h2o2_c,H2O_c0 + O2_c0 + Pyridoxamine_phosphate_c0 --> NH3_c0 + Pyridoxal_phosphate_c0 + H2O2_c0,ZMO0851,0,1000,0,1.4.3.5,1.4.3.5,"{'AraCyc': 'PMPOXI-RXN', 'bigg.reaction': 'PDX3_1; PDX3_5; PYAM5PO', 'BrachyCyc': 'PMPOXI-RXN', 'kegg.reaction': 'R00277', 'biocyc': 'META:PMPOXI-RXN', 'seed.reaction': 'rxn00208', 'ec-code': '1.4.3.5', 'rhea': '15818','sbo':'SBO:0000176'}",Pyridoxine,Vitamin B6 metabolism,Cofactor/vitamin,,vitamin B6 metabolism
rxn00209,rxn00209_c0,Pyridoxine_5_phosphate_oxygen_oxidoreductase_c0,"{""cpd00007_c0"":-1.0,""cpd00478_c0"":-1.0,""cpd00016_c0"":1.0,""cpd00025_c0"":1.0}",cpd00007_c0 + cpd00478_c0 --> cpd00016_c0 + cpd00025_c0,o2_c + pdx5p_c --> pydx5p_c + h2o2_c,O2_c0 + Pyridoxine_phosphate_c0 --> Pyridoxal_phosphate_c0 + H2O2_c0,ZMO0851,0,1000,0,1.4.3.5,1.4.3.5,"{'AraCyc': 'PNPOXI-RXN', 'bigg.reaction': 'PDX3_2; PDX5PO; PDX5POi', 'BrachyCyc': 'PNPOXI-RXN', 'kegg.reaction': 'R00278', 'biocyc': 'META:PNPOXI-RXN', 'seed.reaction': 'rxn00209', 'ec-code': '1.4.3.5', 'rhea': '15150','sbo':'SBO:0000176'}",Pyridoxine,Vitamin B6 metabolism,Cofactor/vitamin,,vitamin B6 metabolism
rxn00211,rxn00211_c0,UDP_glucose_NAD_plus__6_oxidoreductase_c0,"{""cpd00001_c0"":-1.0,""cpd00003_c0"":-2.0,""cpd00026_c0"":-1.0,""cpd00004_c0"":2.0,""cpd00067_c0"":3.0,""cpd00144_c0"":1.0}",cpd00001_c0 + 2.0 cpd00003_c0 + cpd00026_c0 <=> 2.0 cpd00004_c0 + 3.0 cpd00067_c0 + cpd00144_c0,h2o_c + 2.0 nad_c + udpg_c <=> 2.0 nadh_c + 3.0 h_c + udpglcur_c,H2O_c0 + 2.0 NAD_c0 + UDP_glucose_c0 <=> 2.0 NADH_c0 + 3.0 H_plus_c0 + UDPglucuronate_c0,ZMO0819,-1000,1000,0,1.1.1.22,1.1.1.22,"{'AraCyc': 'UGD-RXN', 'bigg.reaction': 'UDPGD; UDPGDi; UDPGDr', 'CornCyc': 'UGD-RXN', 'kegg.reaction': 'R00286', 'biocyc': 'META:UGD-RXN', 'seed.reaction': 'rxn00211', 'ec-code': '1.1.1.22', 'rhea': '23597','sbo':'SBO:0000176'}",Di- and oligosaccharides; Capsular and extracellular polysacchrides; Gram-Negative cell wall components; Gram-Positive cell wall components;  Tartronate-semialdehyde related area (links to pyridoxine and aldorate metabolism),Amino sugar and nucleotide sugar metabolism,Carbohydrate,,non-pathway related
rxn00213,rxn00213_c0,UTP_alpha_D_glucose_1_phosphate_uridylyltransferase_c0,"{""cpd00062_c0"":-1.0,""cpd00089_c0"":-1.0,""cpd00012_c0"":1.0,""cpd00026_c0"":1.0}",cpd00062_c0 + cpd00089_c0 <=> cpd00012_c0 + cpd00026_c0,utp_c + g1p_c --> ppi_c + udpg_c,UTP_c0 + Glucose_1_phosphate_c0 <=> PPi_c0 + UDP_glucose_c0,ZMO1767,0,1000,0,2.7.7.9,2.7.7.9,"{'AraCyc': 'GLUC1PURIDYLTRANS-RXN; RXN-11505', 'bigg.reaction': 'GALU; GALUi; UGP1; YHL012W', 'CornCyc': 'GLUC1PURIDYLTRANS-RXN; RXN-11505', 'kegg.reaction': 'R00289', 'biocyc': 'META:GLUC1PURIDYLTRANS-RXN; RXN-11505; RXN-11988', 'seed.reaction': 'rxn00213','sbo':'SBO:0000176'}",Di- and oligosaccharides; Capsular and extracellular polysacchrides;  Tartronate-semialdehyde related area (links to pyridoxine and aldorate metabolism),Amino sugar and nucleotide sugar metabolism,Carbohydrate,,glycogen biosynthesis|degradation of hexoses
